test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
Admin tries to add user with email used for other one | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Register new user | Update start date to be mid-year,1091.3739047640822,648.0,1,10,passed,1032
Register new user | Update start date to be start of the year,1091.3739047640822,648.0,1,10,passed,1032
Remove company account | Book a leave by user from company A,2150.4180083783344,0.0,4,20,passed,1032
Remove company account | Book a leave by user from company B,2150.4180083783344,0.0,4,20,passed,1032
Remove company account | Close down current session,0.0,0.0,0,0,passed,1032
Remove company account | Create Company A,2495.2942593076914,108.0,4,93,passed,1032
Remove company account | Create Company B,2495.2942593076914,108.0,4,93,passed,1032
Remove company account | Ensure it is not possible to login back,1518.063680283221,0.0,2,28,passed,1032
Remove company account | Ensure that admin still has a leave registered,0.0,0.0,0,0,passed,1032
Remove company account | Ensure that there are still records in Email audit page,0.0,0.0,0,0,passed,1032
Remove company account | Ensure that user is logout (by trying to poen general setting page),0.0,0.0,0,0,passed,1032
Remove company account | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Remove company account | Login as Admin from company A and remove company's account,3323.4228288813097,1919.0,6,61,passed,1032
Remove company account | Login as admin of company B,1518.063680283221,0.0,2,28,passed,1032
Remove company account | Logout from Company B,1043.7671912525857,0.0,2,0,passed,1032
Request leave for outher users | ... make sure there are two records in it,0.0,0.0,0,0,passed,1032
Request leave for outher users | Add new department and make its approver to be newly added line manager (she is second in a list as users are ordered by AZ),3951.8145338648897,0.0,6,5,passed,1032
Request leave for outher users | And make sure it is part of the newly added department,2659.243797325324,648.0,3,0,passed,1032
Request leave for outher users | And make sure that user can select all three users,603.7549171642414,0.0,1,0,passed,1032
Request leave for outher users | And make sure that user can select herself and ordenary user (because she belongs to the department managed by current line manager),503.1073444107132,0.0,1,0,passed,1032
Request leave for outher users | And make sure that user cannot select other users when requesting new leave,503.1073444107132,0.0,1,0,passed,1032
Request leave for outher users | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Request leave for outher users | Create new line manager user,646.4093130517226,452.0,1,82,passed,1032
Request leave for outher users | Create new ordanry user,646.4093130517226,452.0,1,82,passed,1032
Request leave for outher users | Login as admin user,1518.063680283221,0.0,2,28,passed,1032
Request leave for outher users | Login as line manager user,1518.063680283221,0.0,2,28,passed,1032
Request leave for outher users | Login as ordenary user,1518.063680283221,0.0,2,28,passed,1032
Request leave for outher users | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,1032
Request leave for outher users | Logout from ordenary acount,1043.7671912525857,0.0,2,0,passed,1032
Request leave for outher users | Make sure ordenary user is in that drop down list,0.0,0.0,0,0,passed,1032
Request leave for outher users | Open calendar page,0.0,0.0,0,0,passed,1032
Request leave for outher users | Open department management page,0.0,0.0,0,0,passed,1032
Request leave for outher users | Open user editing page for ordenry user,0.0,0.0,0,0,passed,1032
Request leave for outher users | Save ID of ordenry user,0.0,0.0,0,0,passed,1032
Reuse email from existing acount when creating new company | Close the browser,0.0,0.0,0,0,passed,1032
Reuse email from existing acount when creating new company | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Reuse email from existing acount when creating new company | Logout from newly created account,1043.7671912525857,0.0,2,0,passed,1032
Reuse email from existing acount when creating new company | Try to create another account with the same email,2495.2942593076914,108.0,4,93,passed,1032
Revoke leave request by Admin | ... and revoke her time off,1030.8544999174228,528.0,1,0,passed,1032
Revoke leave request by Admin | And make sure that it is calendar indeed,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Approve newly added leave request,987.3423924860109,0.0,1,0,passed,1032
Revoke leave request by Admin | Approve revoke request,987.3423924860109,0.0,1,0,passed,1032
Revoke leave request by Admin | Check that all days are marked as pended,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Create EMPLOYEE-to-be user,646.4093130517226,452.0,1,82,passed,1032
Revoke leave request by Admin | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Revoke leave request by Admin | Create new leave request,1976.7948000437805,0.0,4,20,passed,1032
Revoke leave request by Admin | Login as EMPLOYEE user,1518.063680283221,0.0,2,28,passed,1032
Revoke leave request by Admin | Login as an ADMIN user,1518.063680283221,0.0,2,28,passed,1032
Revoke leave request by Admin | Logout from EMPLOYEE account,1043.7671912525857,0.0,2,0,passed,1032
Revoke leave request by Admin | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Revoke leave request by Admin | Make sure newly revoked request is shown for approval,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Make sure that newly created request is waiting for approval,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Obtain employee ID from department managment page,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Open calendar page,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Open department settings page,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Open requests page,0.0,0.0,0,0,passed,1032
Revoke leave request by Admin | Open user editing page for Employee,0.0,0.0,0,0,passed,1032
Revoke leave request | And make sure that it is calendar indeed,0.0,0.0,0,0,passed,1032
Revoke leave request | Approve newly added leave request,987.3423924860109,0.0,1,0,passed,1032
Revoke leave request | Approve revoke request,987.3423924860109,0.0,1,0,passed,1032
Revoke leave request | Check that all days are marked as pended,0.0,0.0,0,0,passed,1032
Revoke leave request | Create EMPLOYEE-to-be user,646.4093130517226,452.0,1,82,passed,1032
Revoke leave request | Create MANAGER_A-to-be user,646.4093130517226,452.0,1,82,passed,1032
Revoke leave request | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Revoke leave request | Login as ADMIN user,1518.063680283221,0.0,2,28,passed,1032
Revoke leave request | Login as EMPLOYEE user,1518.063680283221,0.0,2,28,passed,1032
Revoke leave request | Login as MANAGER_A user,1518.063680283221,0.0,2,28,passed,1032
Revoke leave request | Login as MANAGER_B user,1518.063680283221,0.0,2,28,passed,1032
Revoke leave request | Logout from EMPLOYEE account,1043.7671912525857,0.0,2,0,passed,1032
Revoke leave request | Logout from MANAGER_A account,1043.7671912525857,0.0,2,0,passed,1032
Revoke leave request | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Revoke leave request | Make sure newly revoked request is shown for approval,0.0,0.0,0,0,passed,1032
Revoke leave request | Make sure that newly created request is waiting for approval,0.0,0.0,0,0,passed,1032
Revoke leave request | Open calendar page,0.0,0.0,0,0,passed,1032
Revoke leave request | Open department management page,0.0,0.0,0,0,passed,1032
Revoke leave request | Open requests page,0.0,0.0,0,0,passed,1032
Revoke leave request | Request new leave,1976.7948000437805,0.0,4,20,passed,1032
Revoke leave request | Revoke request,1030.1970685262118,0.0,1,0,passed,1032
Revoke leave request | Update department to be supervised by MANAGER_A,4043.711484014111,289.0,6,5,passed,1032
Revoke leave request | Update department to be supervised by MANAGER_B,4039.926272440611,289.0,6,5,passed,1032
"Start date is in current year, end date is in current year either | adjustment is made based on start and end dates",0.0,0.0,0,0,passed,1032
"Start date is in current year, end date is in next year | adjustment is made based on start date",0.0,0.0,0,0,passed,1032
"Start date is in current year, no end date | adjustment is made based on start date",0.0,0.0,0,0,passed,1032
"Start date is in next year, end date is defined | No adjustment is needed",0.0,0.0,0,0,passed,1032
"Start date is in next year, no end date | No adjustment is needed",0.0,0.0,0,0,passed,1032
"Started in Apr, today is Jul | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Started in Apr, today is Jul | Ensure year total alloance is correct",0.0,0.0,0,0,passed,1032
"Started in Apr, today is Jul: carry over is ignored in accrual adjustment | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Started in Apr, today is Jul: carry over is ignored in accrual adjustment | Ensure year total alloance is correct",0.0,0.0,0,0,passed,1032
"Started in Apr, today is Jul: manual adjustments is taked into consideration | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Started in Apr, today is Jul: manual adjustments is taked into consideration | Ensure year total alloance is correct",0.0,0.0,0,0,passed,1032
"Started last year, today is 1 of January | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Started last year, today is 1 of January | Ensure year total allowance is correct",0.0,0.0,0,0,passed,1032
"Started last year, today is 14th of January | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Started last year, today is 14th of January | Ensure year total allowance is correct",0.0,0.0,0,0,passed,1032
"Started last year, today is 15th of December | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Started last year, today is 15th of December | Ensure year total allowance is correct",0.0,0.0,0,0,passed,1032
"Started last year, today is 31th of December | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Started last year, today is 31th of December | Ensure year total allowance is correct",0.0,0.0,0,0,passed,1032
"Started this year, calculate available allowance for current year | Ensure available allowance is correct",0.0,0.0,0,0,passed,1032
"Started this year, calculate available allowance for previous year | Ensure available allowance is correct",0.0,0.0,0,0,passed,1032
System prevent revoking admin rights from very last admin within company | Create new company,2495.2942593076914,108.0,4,93,passed,1032
System prevent revoking admin rights from very last admin within company | Create second user,646.4093130517226,452.0,1,82,passed,1032
System prevent revoking admin rights from very last admin within company | Ensure that Admin tickbox is checked,0.0,0.0,0,0,passed,1032
System prevent revoking admin rights from very last admin within company | Ensure that Admin tickbox is not checked,0.0,0.0,0,0,passed,1032
System prevent revoking admin rights from very last admin within company | Ensure that secondary user bacame admin,0.0,0.0,0,0,passed,1032
System prevent revoking admin rights from very last admin within company | Make secondary user to be admin,1302.1604836044287,648.0,2,0,passed,1032
System prevent revoking admin rights from very last admin within company | Open Admin user edit details page,0.0,0.0,0,0,passed,1032
System prevent revoking admin rights from very last admin within company | Open detail page for second employee,0.0,0.0,0,0,passed,1032
System prevent revoking admin rights from very last admin within company | Revoke admin rights from secondary user,1302.1604836044287,719.0,2,0,passed,1032
System prevent revoking admin rights from very last admin within company | Try to untick the Is Admin flag and make sure system prevent from doing it,1302.1604836044287,648.0,2,0,passed,1032
Try to access admin pages with non-admin user | Add new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Try to access admin pages with non-admin user | And login with newly created non-admin account,1518.063680283221,0.0,2,28,passed,1032
Try to access admin pages with non-admin user | Iterate throough pathes and make sure they are not reachable,0.0,0.0,0,0,passed,1032
Try to access admin pages with non-admin user | Iterate through admin pages and make sure they are accessible,0.0,0.0,0,0,passed,1032
Try to access admin pages with non-admin user | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Try to access admin pages with non-admin user | Register new admin user,2495.2942593076914,108.0,4,93,passed,1032
Try to access private pages with guest user | Check main (dashboard) page,0.0,0.0,0,0,passed,1032
Try to access private pages with guest user | Check pages,0.0,0.0,0,0,passed,1032
Try to book more holidays then in allowance | And make sure that it is calendar indeed,0.0,0.0,0,0,passed,1032
Try to book more holidays then in allowance | Check that correct warning messages are shown,0.0,0.0,0,0,passed,1032
Try to book more holidays then in allowance | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Try to book more holidays then in allowance | Create new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Try to book more holidays then in allowance | Login as non-admin user,1518.063680283221,0.0,2,28,passed,1032
Try to book more holidays then in allowance | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Try to book more holidays then in allowance | Open calendar page,0.0,0.0,0,0,passed,1032
Try to book more holidays then in allowance | Request new leave,1976.7948000437805,0.0,4,20,passed,1032
Try to manage Bank holidays with non-default date format | Add Add Labour day,1267.9611358135105,0.0,2,20,passed,1032
Try to manage Bank holidays with non-default date format | Add New year,1341.7374482181583,0.0,2,18,passed,1032
Try to manage Bank holidays with non-default date format | Add Second day of New year,1193.5830846239105,0.0,2,32,passed,1032
Try to manage Bank holidays with non-default date format | And make sure that no bank holidays are shown,0.0,0.0,0,0,passed,1032
Try to manage Bank holidays with non-default date format | Open page with bank holidays,0.0,0.0,0,0,passed,1032
Try to manage Bank holidays with non-default date format | Register new company and ensure it has non-default date format,3913.43221941758,389.0,7,93,passed,1032
Try to manage Bank holidays with non-default date format | Remove default predefined bank holidays,1013.8308537423785,0.0,1,0,passed,1032
Try to manage Bank holidays with non-default date format | Rename Christmas to have proper name,1093.0370533518067,0.0,1,21,passed,1032
Try to open registeration page with active user in a session | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Try to open registeration page with active user in a session | Make sure that user is landed on calendar page,0.0,0.0,0,0,passed,1032
Try to open registeration page with active user in a session | Try to open Registration page,0.0,0.0,0,0,passed,1032
Try to remove used leave type | Add new leave type,1640.304125182641,752.0,3,5,passed,1032
Try to remove used leave type | Check that all days are marked as pended,0.0,0.0,0,0,passed,1032
Try to remove used leave type | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Try to remove used leave type | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Try to remove used leave type | Open calendar page,0.0,0.0,0,0,passed,1032
Try to remove used leave type | Open page with leave types,0.0,0.0,0,0,passed,1032
Try to remove used leave type | Request new leave,3182.8229676845167,0.0,6,20,failed,1032
Try to remove used leave type | Try to remove newly added leave type and ensure it fails,801.5890468313548,605.0,1,0,passed,1032
Try to use DD/MM/YY and some missleading date | Open page with bank holidays,0.0,0.0,0,0,passed,1032
Try to use DD/MM/YY and some missleading date | Register new company with default date to be DD/MM/YY,3913.43221941758,389.0,7,93,passed,1032
Try to use DD/MM/YY and some missleading date | Try to add new bank holiday with date that was reported to be problematic,1279.5560215426858,0.0,2,24,passed,1032
Try to use non defaul date formats for editing employee details | Open employee details page,506.32005688102066,0.0,1,0,passed,1032
Try to use non defaul date formats for editing employee details | Open employee list page,0.0,0.0,0,0,passed,1032
Try to use non defaul date formats for editing employee details | Register new company with default date to be DD/MM/YY,3913.43221941758,389.0,7,93,passed,1032
Try to use non defaul date formats for editing employee details | Update Start date to be date that was reportedly problematic,1091.3739047640822,648.0,1,8,passed,1032
Use problematic date with non default date format | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Use problematic date with non default date format | Make sure it is possible to place an leave request for date that was reported to be problematic,1678.746803136059,0.0,3,16,passed,1032
Use problematic date with non default date format | Open Book new leave pop up,603.7549171642414,0.0,1,0,passed,1032
Use problematic date with non default date format | Open calendar page,0.0,0.0,0,0,passed,1032
Use problematic date with non default date format | Register new company with default date to be DD/MM/YY,3913.43221941758,389.0,7,93,passed,1032
leave request half a day with existing booking of half a day | clash,0.0,0.0,0,0,passed,1032
leave request half a day with existing booking of half a day | fit,0.0,0.0,0,0,passed,1032
